,0,1,2,3,4,5,6,7
125,1.0,0.6333333333333333,1.0,0.5,0.5909090909090909,1.0,1,18
126,1.0,0.89,1.0,1.0,0.42727272727272725,1.0,1,18
127,1.0,0.8866666666666667,1.0,0.5,0.3181818181818182,0.5,1,36
128,1.0,0.46,0.0,1.0,0.6363636363636364,1.0,1,21
129,1.0,0.44666666666666666,0.0,0.1,0.5363636363636364,0.25,146,47
130,1.0,0.55,0.24444444444444444,0.1,0.3,0.5,103,1
131,1.0,0.9266666666666666,1.0,0.5,0.9454545454545454,1.0,1,1
132,1.0,0.9833333333333333,1.0,0.1,0.9818181818181818,1.0,1,1
133,1.0,0.44,0.0,1.0,0.7272727272727273,0.25,1,88
134,1.0,0.82,0.24444444444444444,0.5,0.5909090909090909,1.0,1,20
135,1.0,0.7366666666666667,0.24444444444444444,0.5,0.6545454545454545,0.25,1,84
136,1.0,0.3933333333333333,0.24444444444444444,0.1,0.5,0.25,39,78
137,1.0,0.77,0.24444444444444444,0.5,0.8363636363636363,0.25,1,86
138,1.0,0.79,1.0,0.1,0.05454545454545454,1.0,23,2
139,1.0,0.6966666666666667,1.0,0.1,0.9,0.25,1,1
140,1.0,0.89,1.0,0.1,0.34545454545454546,1.0,1,1
141,1.0,0.4866666666666667,0.0,1.0,0.1,0.5,1,44
142,1.0,0.6566666666666666,0.24444444444444444,1.0,0.1,0.25,1,84
143,1.0,0.8233333333333334,0.0,1.0,0.18181818181818182,0.25,1,88
144,1.0,0.7666666666666667,1.0,1.0,0.9,0.5,1,38
145,1.0,0.7833333333333333,0.0,0.1,0.0,0.25,8,86
146,1.0,0.5033333333333333,1.0,1.0,0.8727272727272727,0.5,1,38
147,1.0,0.47333333333333333,0.24444444444444444,0.5,0.19090909090909092,1.0,1,20
148,1.0,0.4533333333333333,0.0,0.1,0.5363636363636364,0.5,54,29
149,1.0,0.7066666666666667,0.24444444444444444,0.1,0.8272727272727273,0.25,1,1
150,1.0,0.7,0.24444444444444444,0.5,0.43636363636363634,0.5,1,42
151,1.0,0.42,0.0,0.5,0.14545454545454545,0.25,1,88
152,1.0,0.7966666666666666,0.0,0.1,0.4,0.25,1,1
153,1.0,0.7666666666666667,1.0,0.5,0.4727272727272727,0.25,1,74
154,1.0,0.6933333333333334,1.0,0.1,0.8272727272727273,0.25,1,1
155,1.0,0.8366666666666667,0.24444444444444444,1.0,0.10909090909090909,0.25,1,84
156,1.0,0.6666666666666666,0.0,1.0,0.6090909090909091,1.0,1,21
157,1.0,0.6333333333333333,0.24444444444444444,0.1,0.7272727272727273,0.25,1,1
158,1.0,0.38666666666666666,0.0,0.1,0.8636363636363636,0.25,1,1
159,1.0,0.5133333333333333,1.0,0.1,0.23636363636363636,0.25,112,36
160,1.0,0.4866666666666667,1.0,1.0,0.7090909090909091,0.5,1,36
161,1.0,0.5833333333333334,0.24444444444444444,0.5,0.5272727272727272,0.5,1,42
162,1.0,0.7433333333333333,0.0,1.0,0.7545454545454545,0.25,1,89
163,1.0,0.4866666666666667,0.0,0.1,0.36363636363636365,0.5,43,31
164,1.0,0.45,0.0,0.1,0.6727272727272727,1.0,16,18
165,1.0,0.9133333333333333,0.24444444444444444,1.0,0.9363636363636364,0.25,3,87
166,1.0,0.39666666666666667,0.24444444444444444,0.5,0.6727272727272727,1.0,1,20
167,1.0,0.6966666666666667,1.0,0.1,0.5909090909090909,0.5,1,1
168,1.0,0.5066666666666667,0.24444444444444444,0.1,0.4090909090909091,0.25,122,43
169,1.0,0.7233333333333334,0.24444444444444444,0.5,0.5181818181818182,0.25,1,84
170,1.0,0.68,0.24444444444444444,1.0,0.01818181818181818,0.5,1,42
171,1.0,0.4,1.0,1.0,0.7,1.0,1,18
172,1.0,0.41333333333333333,0.0,0.1,0.22727272727272727,0.5,105,17
173,1.0,0.45,1.0,1.0,0.33636363636363636,1.0,1,18
174,1.0,0.39666666666666667,0.0,0.5,0.4,0.25,1,88
175,1.0,0.56,0.0,0.1,0.6363636363636364,1.0,1,1
176,1.0,0.58,1.0,0.1,0.7727272727272727,0.25,1,1
177,1.0,0.91,0.24444444444444444,1.0,0.5818181818181818,1.0,1,20
178,1.0,0.48,0.0,0.1,0.0,0.5,76,20
179,1.0,0.3466666666666667,0.24444444444444444,0.5,0.9545454545454546,0.25,5,87
180,1.0,0.38,0.0,0.5,0.7727272727272727,1.0,1,21
181,1.0,0.9,0.0,0.1,0.5272727272727272,0.5,1,1
182,1.0,0.3933333333333333,0.24444444444444444,0.1,0.8272727272727273,1.0,1,1
183,1.0,0.49,0.24444444444444444,0.1,0.18181818181818182,1.0,37,9
184,1.0,0.9133333333333333,0.0,0.1,0.4909090909090909,1.0,1,1
185,1.0,0.4766666666666667,0.24444444444444444,0.1,0.7181818181818181,0.5,1,1
186,1.0,0.42,0.24444444444444444,0.5,0.5909090909090909,0.25,1,84
187,1.0,0.5733333333333334,1.0,0.1,0.18181818181818182,0.25,147,13
188,1.0,0.97,0.24444444444444444,0.5,0.6090909090909091,0.5,1,42
189,1.0,0.5766666666666667,0.0,0.1,0.38181818181818183,0.25,91,51
190,1.0,0.9466666666666667,1.0,0.5,0.9636363636363636,1.0,1,1
191,1.0,0.8066666666666666,0.24444444444444444,0.5,0.2727272727272727,0.25,1,84
192,1.0,0.8933333333333333,0.24444444444444444,0.5,0.36363636363636365,0.25,1,84
193,1.0,0.9533333333333334,1.0,1.0,0.22727272727272727,0.5,1,36
194,1.0,0.6333333333333333,0.0,0.5,0.2545454545454545,0.25,1,88
195,1.0,0.5533333333333333,0.24444444444444444,0.5,0.24545454545454545,1.0,1,20
196,1.0,0.55,0.0,0.5,0.8,1.0,1,21
197,1.0,0.6766666666666666,0.0,1.0,0.8181818181818182,1.0,1,21
198,1.0,0.79,0.24444444444444444,0.1,0.20909090909090908,1.0,17,9
199,1.0,0.8333333333333334,0.0,0.5,0.5,1.0,1,21
200,1.0,0.67,0.0,1.0,0.22727272727272727,1.0,1,21
201,1.0,0.5766666666666667,1.0,0.1,0.4090909090909091,0.5,83,2
202,1.0,0.6133333333333333,0.0,0.1,0.05454545454545454,1.0,2,22
203,1.0,0.9533333333333334,1.0,0.5,0.43636363636363634,0.25,1,74
204,1.0,0.79,1.0,0.5,0.35454545454545455,0.25,1,74
205,1.0,0.6633333333333333,0.24444444444444444,0.1,0.15454545454545454,1.0,16,13
206,1.0,0.49,0.0,0.1,1.0,0.5,1,1
207,1.0,0.9366666666666666,1.0,0.1,0.4,0.5,1,1
208,1.0,0.5933333333333334,0.0,0.5,0.5454545454545454,1.0,1,21
209,1.0,0.36333333333333334,0.0,0.1,0.7181818181818181,0.25,156,56
210,1.0,0.51,1.0,0.5,0.5727272727272728,0.25,1,74
211,1.0,0.3933333333333333,1.0,0.1,0.4909090909090909,0.25,145,41
212,1.0,0.67,1.0,0.5,0.33636363636363636,0.25,1,74
213,1.0,0.47333333333333333,0.0,0.1,0.7,0.25,1,1
214,1.0,0.7766666666666666,1.0,0.5,0.02727272727272727,0.5,1,36
215,1.0,0.9,1.0,0.5,0.2727272727272727,0.25,1,74
216,1.0,0.8433333333333334,1.0,1.0,0.3090909090909091,0.25,1,74
217,1.0,0.9066666666666666,0.24444444444444444,0.5,0.19090909090909092,1.0,1,20
218,1.0,0.6866666666666666,0.24444444444444444,1.0,0.39090909090909093,0.5,1,42
219,1.0,1.0,1.0,0.1,0.12727272727272726,1.0,1,1
220,1.0,0.52,0.24444444444444444,0.1,0.509090909090909,0.5,73,16
221,1.0,0.69,0.24444444444444444,0.5,0.08181818181818182,0.25,1,84
222,1.0,0.6166666666666667,1.0,0.5,0.42727272727272725,0.25,1,74
223,1.0,0.64,0.24444444444444444,0.5,0.8454545454545455,0.5,1,42
224,1.0,0.7066666666666667,0.0,0.1,0.045454545454545456,0.25,113,21
225,1.0,0.43666666666666665,0.24444444444444444,1.0,0.4090909090909091,1.0,1,20
226,1.0,0.53,0.0,0.1,0.17272727272727273,1.0,5,21
227,1.0,0.36666666666666664,1.0,0.5,0.7727272727272727,0.5,1,37
228,1.0,0.9666666666666667,0.0,0.5,0.03636363636363636,0.5,1,44
229,1.0,0.6433333333333333,0.24444444444444444,1.0,0.15454545454545454,0.25,1,84
230,1.0,0.7333333333333333,1.0,1.0,0.7636363636363637,0.25,1,75
231,1.0,0.54,0.24444444444444444,1.0,0.7727272727272727,0.5,1,42
232,1.0,0.73,0.24444444444444444,0.5,0.8181818181818182,0.25,1,86
233,1.0,0.8533333333333334,0.24444444444444444,0.1,0.7454545454545455,0.25,1,1
234,1.0,0.5866666666666667,1.0,0.5,0.7818181818181819,0.5,1,37
235,1.0,0.49666666666666665,0.24444444444444444,0.1,0.8818181818181818,1.0,1,1
236,1.0,0.38666666666666666,0.24444444444444444,0.5,0.18181818181818182,1.0,1,20
237,1.0,0.7166666666666667,0.0,0.1,0.06363636363636363,0.5,14,37
238,1.0,0.7433333333333333,0.0,0.1,0.8181818181818182,0.25,1,1
239,1.0,0.76,0.24444444444444444,1.0,0.0,0.25,1,84
240,1.0,0.4633333333333333,0.24444444444444444,0.1,0.39090909090909093,1.0,34,11
241,1.0,0.8333333333333334,0.0,1.0,0.8454545454545455,1.0,1,22
242,1.0,0.4,1.0,0.5,0.8181818181818182,1.0,1,18
243,1.0,0.8933333333333333,0.24444444444444444,0.1,0.7181818181818181,1.0,1,1
244,1.0,0.74,0.0,1.0,0.9363636363636364,0.5,3,45
245,1.0,0.9366666666666666,0.24444444444444444,0.5,0.3090909090909091,0.25,1,84
246,1.0,0.6066666666666667,0.0,0.5,0.23636363636363636,1.0,1,21
247,1.0,0.3933333333333333,1.0,0.5,0.22727272727272727,0.25,1,74
248,1.0,0.49,0.24444444444444444,0.1,0.6545454545454545,1.0,1,1
249,1.0,0.49333333333333335,0.0,0.1,0.03636363636363636,1.0,14,18
250,1.0,0.6933333333333334,0.24444444444444444,1.0,0.4636363636363636,0.25,1,84
251,1.0,0.5666666666666667,1.0,0.1,0.8090909090909091,0.25,1,1
252,1.0,0.6266666666666667,1.0,0.5,0.2909090909090909,1.0,1,18
253,1.0,0.9733333333333334,1.0,1.0,0.2818181818181818,0.25,1,74
254,1.0,0.5233333333333333,1.0,0.1,0.5272727272727272,1.0,35,6
255,1.0,0.83,0.24444444444444444,1.0,0.8,1.0,1,20
256,1.0,0.5833333333333334,0.24444444444444444,1.0,0.8545454545454545,0.25,1,86
257,1.0,0.41333333333333333,0.0,0.1,0.2,1.0,76,2
258,1.0,0.44,1.0,1.0,0.3090909090909091,0.5,1,36
259,1.0,0.9033333333333333,0.0,0.1,0.36363636363636365,0.5,1,1
260,1.0,0.5966666666666667,0.24444444444444444,0.5,0.05454545454545454,0.25,1,84
261,1.0,0.6433333333333333,1.0,0.1,0.0,0.25,90,30
262,1.0,0.59,0.0,0.5,0.7818181818181819,0.25,1,89
263,1.0,0.6733333333333333,0.24444444444444444,1.0,0.5727272727272728,1.0,1,20
264,1.0,0.73,1.0,0.1,0.38181818181818183,0.25,1,1
265,1.0,0.5533333333333333,0.0,1.0,0.4909090909090909,1.0,1,21
266,1.0,0.9266666666666666,1.0,1.0,0.43636363636363634,0.5,1,36
267,1.0,0.41,1.0,0.5,0.09090909090909091,0.25,1,74
268,1.0,0.6166666666666667,0.0,0.5,0.7090909090909091,0.25,1,88
269,1.0,0.5866666666666667,0.0,0.1,0.6,0.5,1,1
270,1.0,0.8,0.24444444444444444,1.0,0.7181818181818181,0.25,1,84
271,1.0,0.66,0.24444444444444444,1.0,0.20909090909090908,1.0,1,20
272,1.0,0.9933333333333333,1.0,0.1,0.2,0.25,1,1
273,1.0,0.8866666666666667,1.0,0.5,0.509090909090909,1.0,1,18
274,1.0,0.44333333333333336,0.0,1.0,0.7272727272727273,1.0,1,21
275,1.0,0.38,0.0,1.0,0.3181818181818182,0.25,1,88
276,1.0,0.42,0.24444444444444444,0.5,0.44545454545454544,1.0,1,20
277,1.0,0.8133333333333334,1.0,0.5,0.990909090909091,0.25,1,1
278,1.0,0.7733333333333333,1.0,0.1,0.6181818181818182,0.5,1,1
279,1.0,0.93,1.0,0.5,0.06363636363636363,0.25,1,74
280,1.0,0.56,1.0,0.5,0.10909090909090909,0.25,1,74
281,1.0,0.49666666666666665,0.24444444444444444,1.0,0.2,0.5,1,42
282,1.0,0.5633333333333334,0.0,1.0,0.09090909090909091,0.5,1,44
283,1.0,0.52,0.0,1.0,0.8,0.25,1,90
284,1.0,0.8533333333333334,0.0,0.5,0.4090909090909091,1.0,1,21
285,1.0,0.38333333333333336,1.0,1.0,0.09090909090909091,0.5,1,36
286,1.0,0.78,1.0,0.5,0.9363636363636364,0.5,1,1
287,1.0,0.8333333333333334,0.0,1.0,0.16363636363636364,1.0,1,21
288,1.0,0.3466666666666667,0.0,0.5,0.7363636363636363,1.0,1,21
289,1.0,0.9733333333333334,0.24444444444444444,0.5,0.9818181818181818,0.5,1,1
290,1.0,0.76,0.0,1.0,0.01818181818181818,0.5,1,44
291,1.0,0.7966666666666666,1.0,1.0,0.4636363636363636,0.5,1,36
292,1.0,0.4766666666666667,1.0,1.0,0.9,0.5,1,38
293,1.0,0.7766666666666666,1.0,1.0,0.6363636363636364,0.25,1,74
294,1.0,0.3466666666666667,0.0,0.1,0.8090909090909091,0.25,1,1
295,1.0,0.7666666666666667,0.0,1.0,0.7727272727272727,0.25,1,89
296,1.0,0.37333333333333335,0.0,0.1,0.13636363636363635,0.25,21,87
297,1.0,0.3466666666666667,0.24444444444444444,1.0,0.14545454545454545,0.25,1,84
298,1.0,0.7466666666666667,1.0,0.1,0.7545454545454545,1.0,1,1
299,1.0,0.5533333333333333,0.0,0.1,1.0,1.0,1,1
300,1.0,0.8433333333333334,0.24444444444444444,1.0,0.16363636363636364,1.0,1,20
301,1.0,0.6166666666666667,1.0,0.1,0.3,0.25,5,75
302,1.0,0.5366666666666666,0.0,0.1,0.08181818181818182,0.25,62,67
303,1.0,0.7233333333333334,1.0,1.0,0.8727272727272727,0.25,1,76
304,1.0,0.3566666666666667,1.0,0.5,0.5,1.0,1,18
305,1.0,0.89,0.0,0.1,0.9636363636363636,0.25,1,1
306,1.0,0.7,0.0,0.1,0.8454545454545455,0.25,1,1
307,1.0,0.87,1.0,0.1,0.4,0.5,1,1
308,1.0,0.8766666666666667,1.0,0.1,0.8545454545454545,1.0,1,1
309,1.0,0.9633333333333334,1.0,0.5,0.6,1.0,1,18
310,1.0,0.38333333333333336,0.24444444444444444,0.1,0.43636363636363634,0.25,93,65
311,1.0,0.68,0.0,0.1,0.9818181818181818,0.5,1,1
312,1.0,0.6766666666666666,0.24444444444444444,0.1,0.43636363636363634,1.0,1,1
313,1.0,0.48333333333333334,0.0,0.1,0.0,1.0,26,14
314,1.0,0.9166666666666666,0.24444444444444444,0.1,0.8636363636363636,0.5,1,1
315,1.0,0.52,0.0,1.0,0.9,0.25,1,91
316,1.0,0.81,0.24444444444444444,1.0,0.8272727272727273,0.25,1,86
317,1.0,0.3466666666666667,1.0,0.5,0.5545454545454546,0.5,1,36
318,1.0,0.7166666666666667,1.0,1.0,0.03636363636363636,1.0,1,18
319,1.0,0.41,0.24444444444444444,0.1,0.8,1.0,1,1
320,1.0,0.8233333333333334,1.0,0.1,0.6545454545454545,0.25,1,1
321,1.0,0.8633333333333333,1.0,0.1,0.0,1.0,16,5
322,1.0,0.8066666666666666,0.24444444444444444,1.0,0.7,1.0,1,20
323,1.0,0.5133333333333333,0.0,0.1,0.4727272727272727,0.25,143,38
324,1.0,0.73,0.0,0.1,0.6,0.5,1,1
325,1.0,0.9733333333333334,1.0,0.1,0.8181818181818182,0.25,1,1
326,1.0,0.5966666666666667,0.0,0.1,0.42727272727272725,1.0,21,13
327,1.0,0.3933333333333333,1.0,1.0,0.09090909090909091,1.0,1,18
328,1.0,0.7533333333333333,0.0,1.0,0.45454545454545453,0.5,1,44
329,1.0,0.81,1.0,0.5,0.7818181818181819,1.0,1,18
330,1.0,0.3433333333333333,1.0,1.0,0.9545454545454546,1.0,2,19
331,1.0,0.6933333333333334,1.0,1.0,0.9363636363636364,0.5,2,38
332,1.0,0.75,0.0,0.1,0.23636363636363636,1.0,10,16
333,1.0,0.8533333333333334,1.0,1.0,0.33636363636363636,0.5,1,36
334,1.0,0.3333333333333333,1.0,0.5,0.5636363636363636,1.0,1,18
335,1.0,0.4033333333333333,1.0,1.0,0.6363636363636364,0.5,1,36
336,1.0,0.42,0.24444444444444444,0.1,1.0,0.25,1,1
337,1.0,0.95,0.0,0.5,0.9545454545454546,0.25,1,1
338,1.0,0.88,0.0,1.0,0.15454545454545454,0.25,1,88
339,1.0,0.9133333333333333,0.24444444444444444,0.5,0.16363636363636364,0.5,1,42
340,1.0,0.4,1.0,0.5,0.9,0.25,2,76
341,1.0,0.8,0.24444444444444444,0.1,0.8636363636363636,1.0,1,1
342,1.0,0.63,0.0,1.0,0.10909090909090909,1.0,1,21
343,1.0,0.42,0.0,1.0,0.2909090909090909,1.0,1,21
344,1.0,0.44,0.24444444444444444,0.1,0.08181818181818182,0.25,193,30
345,1.0,0.5666666666666667,0.0,0.1,0.5545454545454546,0.25,196,6
346,1.0,0.5633333333333334,0.24444444444444444,0.5,0.7454545454545455,0.5,1,42
347,1.0,0.6366666666666667,0.0,0.5,0.7363636363636363,0.5,1,44
348,1.0,0.7333333333333333,0.0,0.5,0.05454545454545454,0.25,1,88
349,1.0,0.7866666666666666,0.24444444444444444,0.5,0.4636363636363636,0.5,1,42
350,1.0,0.6566666666666666,1.0,0.1,0.4909090909090909,1.0,1,1
351,1.0,0.7466666666666667,0.0,0.5,0.2,0.25,1,88
352,1.0,0.9133333333333333,0.0,0.1,0.7090909090909091,0.5,1,1
353,1.0,0.8733333333333333,1.0,0.1,0.9363636363636364,0.25,1,1
354,1.0,0.57,1.0,1.0,0.6909090909090909,0.25,1,74
355,1.0,0.7566666666666667,1.0,0.5,0.4636363636363636,0.5,1,36
356,1.0,0.33666666666666667,1.0,0.1,0.7,0.5,147,9
